1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
150.07880268784362,0,1.7352941176470589,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.462962962962963,0,0,0,0,0,0,0,0,7,9,27,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0.01311200623419367
0,0,3.2777777777777777,61.11346444780635,0,0,0,0,67.51838235294117,67.68680203045685,115.47067803078488,115.47067803078488,0,0,246.77835302360887,0,2.024391960034712,65.72605793153137,65.72605793153137,62.78089171974522,2.7346938775510203,2.586206896551724,7.556818181818182,6.343589743589743,0,55.2776131669075,0,13.390416651028625,954.9075545283837,0.1907481919119894,0.1907481919119894,10,7,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0.6126662080676952
233.64621968616262,0,1.7352941176470589,0,0,0,0,0,0,0,0,0,408.5314091680815,0,0,0,2.5017825570273327,0,0,0,0,0,2.8297872340425534,0,0,0,0,0,0,3.572423331902514e-05,3.572423331902514e-05,10,9,24,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0.09080827557695648
34.303127617983804,0,0,6.766499162479062,0,1.0,0,723.4944948958582,7.614013266998342,14.645030203185064,8.392335428994082,8.392335428994082,0,0,0,0,1.2729927437909268,10.155753160637625,10.155753160637625,11.568779342723005,1.1551724137931034,1.2295081967213115,3.2598039215686274,1.3623348017621146,0,19.050090701620924,0,8.177079581693526,63.89462086029508,0,0,7,6,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0.2741757179890095
0,0,1.372093023255814,14.878821362799263,0,0,6.75643101608214,0,11.772435897435898,7.227262872628726,75.64922076839737,75.64922076839737,8.739551060164981,8.739551060164981,69.34411660149307,0,0.9644992233855918,93.25442841854745,93.25442841854745,9.691838741396264,2.2711864406779663,2.027027027027027,4.854014598540146,1.739803094233474,0,9.253436494491377,0,99.69422622469183,630.5076097349289,7.975191652470188,7.975191652470188,5,7,8,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0.8617628138723471
19.764209002051405,0.2121854207919729,1.372093023255814,3.415285762597227,0,1.5,49.31735915705776,0,3.7251521298174444,5.687966557181248,3.1017191242751556,3.1017191242751556,33.12078332412225,33.12078332412225,33.765121001298226,0,0.5491725572783783,45.5361418626018,45.5361418626018,5.236903225806452,0.7613636363636364,0.7978723404255319,2.462962962962963,0.08582529660722958,0,6.68136834371139,0,0,1.568116182671039,0.6609224307559274,0.6609224307559274,4,7,6,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.7610949936516994
46.58746563003698,0,3.2777777777777777,0,0,1.0,2058.2695703354916,0,0,0,0,0,1968.912720059509,1968.912720059509,0,0,0,0,0,0,0,0,4.716312056737588,0,0,0,0,0,0,3.2040911482506535e-05,3.2040911482506535e-05,10,10,22,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0.08173831248368574
30.509655386525925,0,1.18,1.154534282202978,33.45041813736216,1.0,449.5849250661181,0,8.662735849056604,5.771175070331097,7.029956397487628,7.029956397487628,374.4518060926153,374.4518060926153,362.75328836786804,0,0.6663681492175497,6.145249162161707,6.145249162161707,0.7179924242424243,2.19672131147541,1.9230769230769231,0.6948798328108673,1.2419678714859437,517329.17460502865,6.64391123954832,340.23037698051354,0.42617898609584787,0,6.24608072048032,6.24608072048032,4,6,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0.8163731859159519
101.79366065879428,0,0,5.148610757073668,0,0,616.3821322455557,0,6.7968171724648405,12.948436589629054,10.65393192488263,10.65393192488263,475.79992809635087,475.79992809635087,84.79116058307517,0,0.7203157859598758,62.49858161646481,62.49858161646481,8.321015943462216,0.9852941176470589,1.056338028169014,3.6538461538461537,0.14756053918644876,0,12.504734211931366,0,0,62.71029278542191,0.02364422081365691,0.02364422081365691,10,11,9,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0.2987086379400514
