1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
1.535238041989321,36.638941009092974,34.94633370321998,0,30.134997831240828,0,0.07957402298709958,26.17621811849958,0,30.08169014084507,227.14107955033037,227.14107955033037,29.702900854732825,29.702900854732825,272.5176647591413,0.5689981096408318,1.7866666666666666,2.5863736263736263,0,19.852088107883873,19.852088107883873,0,0,0,1.7866666666666666,0.5689981096408318,2.179855488813441,134.75872331534396,0.5356489030006579,0.5356489030006579,10,32,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0.7794122588868394
1131.7725614656968,45.40105776846624,42.02267225600756,4.2896888605713075,322.88333598599394,0.6136610217463088,0.6136610217463088,28.116178174324205,9232.912395358893,33.282550507828255,0,0,0,0,0,0.00023381606987035248,1.3814432989690721,0,0,21.44633988656734,21.44633988656734,0,0,0,1.3814432989690721,0.00023381606987035248,0.02776788971800732,133.81221061154264,0,0,10,36,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0.3276974051794683
14685.358630325638,18.45972927769294,14.20031004782398,1.9723646306332698,96.6752508048821,0.26006037222877476,0.26006037222877476,9.478389911846788,299.3594318000554,10.135611956630973,112.63138111516149,112.63138111516149,112.63138111516149,112.63138111516149,96.6752508048821,0.4637904468412943,0.7745664739884393,2.3489021956087823,0,10.9800949364708,10.9800949364708,0,0,0,0.7745664739884393,0.4637904468412943,0.013877804380597677,24.35038445600626,0.2656097076637211,0.2656097076637211,7,36,4,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0.7999907127563387
140492.21008467855,16.69813430661873,13.245407529957365,0.1422244129141288,86.9082951772544,0,0.027143363865879358,8.928926631474257,2651.0832552675797,8.321552988632197,105.56569252091373,105.56569252091373,105.56569252091373,105.56569252091373,86.9082951772544,3.7160493827160495,0.6320754716981132,2.5166809238665526,0,12.089645575701352,12.089645575701352,0.16608949201260295,0.16608949201260295,0.16608949201260295,0.6320754716981132,3.7160493827160495,2.320237212750185,22.62063832881376,2.4031248997401264,2.4031248997401264,5,31,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0.811441321733912
170.79434438306424,15.327536831935962,1.2410427201394942,0,8.368310676023292,2.450828937452901,2.450828937452901,1.2008774063195704,0,1.805876911140069,104.21998661259204,104.21998661259204,104.21998661259204,104.21998661259204,961.5981858963299,3.1030927835051547,0.6118721461187214,2.1295693087224032,0,10.792747627339848,10.792747627339848,0.17291390919030902,0.17291390919030902,0.17291390919030902,14.88888888888889,3.1030927835051547,1.8216208351520442,0.3995053640952348,2.4334957764782326,2.4334957764782326,4,40,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0.7560531447612372
31599.17717968267,22.941733910012264,20.153985558544527,2.628749918656862,141.03659333539116,0,0,14.664103495461907,4537.277272258777,17.507570351225723,146.90714497150893,146.90714497150893,146.90714497150893,146.90714497150893,1436.129123601869,4.703125,0.8427672955974843,2.17041682036149,0,12.834650862182672,12.834650862182672,0.24229284031702544,0.24229284031702544,0.24229284031702544,44.666666666666664,4.703125,1.8441596700545,0,3.2174828178694157,3.2174828178694157,6,42,4,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0.9026885161792871
310691.2012220132,20.360844705693626,18.97062468848203,0,132.56651602161133,3.5245191005147656,3.5245191005147656,15.89341910117089,0,19.455899689208017,141.52393598060883,141.52393598060883,141.52393598060883,141.52393598060883,132.56651602161133,3.3076923076923075,0.6871794871794872,2.6093126385809313,0,15.402745826386104,15.402745826386104,0.3282637165748746,0.3282637165748746,0.3282637165748746,44.666666666666664,3.3076923076923075,0.38289218159854427,64.00148124124144,3.376442481067436,3.376442481067436,7,35,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0.9451941753089077
64707.38985327516,30.87290859495804,31.655028864713888,0,229.04879326540936,0.41257809774507626,0.41257809774507626,21.98018750984461,0,27.8260936206738,185.35971894768787,185.35971894768787,26.263457308703632,26.263457308703632,229.04879326540936,0.5443037974683544,1.1858407079646018,2.168816807961666,0,14.105501705693053,14.105501705693053,0.36589776453145884,0.36589776453145884,0.36589776453145884,1.1858407079646018,0.5443037974683544,0.3997637179302968,96.31892008057143,0.4371192138005089,0.4371192138005089,10,37,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0.9301922027376803
92726.24045217487,38.19841355145209,36.57403315484939,0.5321354708679673,290.3434299486487,6.23633748801534,6.23633748801534,30.722492240465403,0,38.84269759082545,264.4583028042363,264.4583028042363,264.4583028042363,264.4583028042363,2606.185959034337,4.934426229508197,1.1452991452991452,0,0,27.25998487211333,27.25998487211333,0,0,0,134.0,4.934426229508197,3.5578289286729183,169.43881997129384,0.0010607672056205664,0.0010607672056205664,11,36,6,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0.8006239517786614
